timestamp,intersection_id,vehicle_count,avg_speed_kmh,weather,temperature_c,is_weekend,is_peak_hour,accident_occurred,congestion_level
2025-01-01 14:30:00,Turan_Syganak,1286,61,Clear,-29,0,0,0,0.124
2025-01-01 14:45:00,Turan_Syganak,735,49,Rain,-23,0,0,0,0.273
2025-01-01 15:00:00,Kabanbay_Kunaev,849,65,Clear,-29,0,0,0,0.078
2025-01-01 15:15:00,Kabanbay_Kunaev,726,65,Clear,-14,0,0,0,0.092
2025-01-01 15:30:00,Mangilik_El_Syganak,1186,57,Clear,-25,0,0,0,0.14
2025-01-01 15:45:00,Turan_Syganak,1255,57,Clear,-18,0,0,0,0.156
2025-01-01 16:00:00,Turan_Syganak,1048,53,Clear,-24,0,0,0,0.249
2025-01-01 16:15:00,Mangilik_El_Syganak,1055,64,Clear,-24,0,0,0,0.057
2025-01-01 16:30:00,Turan_Syganak,1230,56,Clear,-15,0,0,0,0.217
2025-01-01 16:45:00,Turan_Syganak,990,37,Snow,-13,0,0,0,0.444
2025-01-01 17:00:00,Turan_Syganak,3406,18,Clear,-16,0,1,0,0.754
2025-01-01 17:15:00,Turan_Syganak,3461,13,Clear,-15,0,1,0,0.792
2025-01-01 17:30:00,Turan_Syganak,4353,12,Snow,-16,0,1,0,0.867
2025-01-01 17:45:00,Kabanbay_Kunaev,2366,21,Clear,-15,0,1,0,0.711
2025-01-01 18:00:00,Mangilik_El_Syganak,3639,9,Fog,-23,0,1,0,0.885
2025-01-01 18:15:00,Mangilik_El_Kunaev,2814,34,Clear,-15,0,1,0,0.553
2025-01-01 18:30:00,Dostyk_Turkistan,3375,13,Clear,-24,0,1,0,0.791
2025-01-01 18:45:00,Kabanbay_Kunaev,3458,16,Clear,-15,0,1,0,0.75
2025-01-01 19:00:00,Dostyk_Turkistan,2916,23,Clear,-25,0,1,0,0.663
2025-01-01 19:15:00,Kabanbay_Kunaev,3868,13,Clear,-30,0,1,0,0.8
2025-01-01 19:30:00,Mangilik_El_Syganak,3854,12,Clear,-12,0,1,0,0.859
2025-01-01 19:45:00,Mangilik_El_Syganak,2708,39,Clear,-26,0,1,0,0.418
2025-01-01 20:00:00,Turan_Syganak,3560,15,Clear,-17,0,1,0,0.819
2025-01-01 20:15:00,Mangilik_El_Kunaev,2882,31,Rain,-8,0,1,0,0.594
2025-01-01 20:30:00,Mangilik_El_Syganak,3883,10,Clear,-5,0,1,0,0.86
2025-01-01 20:45:00,Dostyk_Turkistan,2474,18,Snow,-30,0,1,0,0.775
2025-01-01 21:00:00,Kabanbay_Kunaev,898,54,Rain,-10,0,0,0,0.195
2025-01-01 21:15:00,Kabanbay_Kunaev,1427,44,Clear,-28,0,0,0,0.347
2025-01-01 21:30:00,Mangilik_El_Syganak,975,65,Clear,-16,0,0,0,0.04
2025-01-01 21:45:00,Mangilik_El_Syganak,644,47,Rain,-8,0,0,0,0.31
2025-01-01 22:00:00,Mangilik_El_Kunaev,621,57,Clear,-10,0,0,0,0.161
2025-01-01 22:15:00,Mangilik_El_Kunaev,1439,42,Clear,-8,0,0,0,0.449
2025-01-01 22:30:00,Turan_Syganak,1162,51,Clear,-15,0,0,0,0.307
2025-01-01 22:45:00,Mangilik_El_Kunaev,625,50,Clear,-25,0,0,0,0.283
2025-01-01 23:00:00,Kabanbay_Kunaev,655,62,Clear,-26,0,0,0,0.159
2025-01-01 23:15:00,Kabanbay_Kunaev,670,44,Clear,-12,0,0,0,0.333
2025-01-01 23:30:00,Dostyk_Turkistan,1286,52,Clear,-17,0,0,0,0.243
2025-01-01 23:45:00,Mangilik_El_Kunaev,1306,44,Clear,-26,0,0,0,0.414
2025-01-02 00:00:00,Kabanbay_Kunaev,177,61,Clear,-15,0,0,0,0.109
2025-01-02 00:15:00,Mangilik_El_Syganak,233,41,Clear,-7,0,0,0,0.388
2025-01-02 00:30:00,Kabanbay_Kunaev,268,59,Clear,-27,0,0,0,0.177
2025-01-02 00:45:00,Dostyk_Turkistan,169,41,Clear,-24,0,0,0,0.438
2025-01-02 01:00:00,Mangilik_El_Kunaev,67,48,Rain,-21,0,0,0,0.286
2025-01-02 01:15:00,Mangilik_El_Kunaev,172,46,Clear,-28,0,0,0,0.305
2025-01-02 01:30:00,Mangilik_El_Kunaev,128,45,Clear,-11,0,0,0,0.347
2025-01-02 01:45:00,Mangilik_El_Kunaev,136,47,Clear,-7,0,0,0,0.359
2025-01-02 02:00:00,Dostyk_Turkistan,126,43,Clear,-23,0,0,0,0.42
2025-01-02 02:15:00,Mangilik_El_Syganak,229,52,Clear,-18,0,0,0,0.286
2025-01-02 02:30:00,Dostyk_Turkistan,134,47,Clear,-30,0,0,0,0.354
2025-01-02 02:45:00,Dostyk_Turkistan,300,52,Rain,-5,0,0,0,0.258
2025-01-02 03:00:00,Mangilik_El_Syganak,274,44,Snow,-29,0,0,0,0.38
2025-01-02 03:15:00,Dostyk_Turkistan,142,51,Clear,-13,0,0,0,0.247
2025-01-02 03:30:00,Turan_Syganak,166,65,Clear,-24,0,0,0,0.043
2025-01-02 03:45:00,Mangilik_El_Syganak,182,42,Clear,-15,0,0,0,0.4
2025-01-02 04:00:00,Dostyk_Turkistan,110,50,Clear,-30,0,0,0,0.303
2025-01-02 04:15:00,Dostyk_Turkistan,160,45,Rain,-13,0,0,0,0.35
2025-01-02 04:30:00,Mangilik_El_Syganak,259,42,Rain,-29,0,0,0,0.419
2025-01-02 04:45:00,Dostyk_Turkistan,259,40,Fog,-25,0,0,0,0.422
2025-01-02 05:00:00,Kabanbay_Kunaev,267,32,Snow,-12,0,0,0,0.561
2025-01-02 05:15:00,Turan_Syganak,128,56,Clear,-21,0,0,0,0.161
2025-01-02 05:30:00,Dostyk_Turkistan,184,49,Rain,-6,0,0,0,0.251
2025-01-02 05:45:00,Turan_Syganak,84,33,Snow,-26,0,0,0,0.482
2025-01-02 06:00:00,Dostyk_Turkistan,1241,52,Clear,-13,0,0,0,0.241
2025-01-02 06:15:00,Turan_Syganak,1366,52,Clear,-12,0,0,0,0.258
2025-01-02 06:30:00,Kabanbay_Kunaev,1362,36,Snow,-16,0,0,0,0.495
2025-01-02 06:45:00,Kabanbay_Kunaev,700,55,Clear,-23,0,0,0,0.225
2025-01-02 07:00:00,Turan_Syganak,3626,12,Snow,-11,0,1,0,0.869
2025-01-02 07:15:00,Kabanbay_Kunaev,3050,16,Rain,-9,0,1,0,0.753
2025-01-02 07:30:00,Mangilik_El_Syganak,2390,32,Clear,-28,0,1,0,0.513
2025-01-02 07:45:00,Mangilik_El_Syganak,3537,5,Snow,-29,0,1,0,0.955
2025-01-02 08:00:00,Mangilik_El_Kunaev,3721,14,Clear,-19,0,1,0,0.759
2025-01-02 08:15:00,Mangilik_El_Kunaev,2592,36,Clear,-12,0,1,0,0.452
2025-01-02 08:30:00,Kabanbay_Kunaev,3379,13,Fog,-10,0,1,0,0.784
2025-01-02 08:45:00,Mangilik_El_Syganak,3648,5,Clear,-24,0,1,0,0.885
2025-01-02 09:00:00,Dostyk_Turkistan,3489,5,Clear,-17,0,1,0,0.915
2025-01-02 09:15:00,Turan_Syganak,3133,8,Clear,-11,0,1,0,0.875
2025-01-02 09:30:00,Mangilik_El_Kunaev,3483,20,Clear,-26,0,1,0,0.763
2025-01-02 09:45:00,Dostyk_Turkistan,3959,9,Clear,-26,0,1,0,0.827
2025-01-02 10:00:00,Mangilik_El_Syganak,645,50,Clear,-7,0,0,0,0.251
2025-01-02 10:15:00,Turan_Syganak,730,39,Snow,-11,0,0,0,0.413
2025-01-02 10:30:00,Mangilik_El_Kunaev,1122,44,Clear,-19,0,0,0,0.391
2025-01-02 10:45:00,Mangilik_El_Kunaev,1487,62,Clear,-30,0,0,0,0.116
2025-01-02 11:00:00,Turan_Syganak,860,43,Clear,-7,0,0,0,0.342
2025-01-02 11:15:00,Mangilik_El_Syganak,1106,39,Snow,-26,0,0,0,0.395
2025-01-02 11:30:00,Dostyk_Turkistan,554,35,Snow,-28,0,0,0,0.455
2025-01-02 11:45:00,Mangilik_El_Kunaev,617,63,Clear,-14,0,0,0,0.139
2025-01-02 12:00:00,Mangilik_El_Syganak,975,48,Clear,-10,0,0,0,0.35
2025-01-02 12:15:00,Kabanbay_Kunaev,689,36,Rain,-28,0,0,0,0.49
2025-01-02 12:30:00,Mangilik_El_Kunaev,1407,34,Rain,-9,0,0,0,0.498
2025-01-02 12:45:00,Mangilik_El_Syganak,1177,37,Snow,-25,0,0,0,0.44
2025-01-02 13:00:00,Mangilik_El_Syganak,948,50,Clear,-30,0,0,0,0.243
2025-01-02 13:15:00,Dostyk_Turkistan,665,48,Clear,-10,0,0,0,0.341
2025-01-02 13:30:00,Kabanbay_Kunaev,1284,49,Clear,-6,0,0,0,0.313
2025-01-02 13:45:00,Kabanbay_Kunaev,1341,41,Rain,-20,0,0,0,0.413
2025-01-02 14:00:00,Mangilik_El_Syganak,1123,51,Clear,-6,0,0,0,0.295
2025-01-02 14:15:00,Mangilik_El_Syganak,685,58,Clear,-6,0,0,0,0.128
2025-01-02 14:30:00,Kabanbay_Kunaev,1254,50,Clear,-15,0,0,0,0.331
2025-01-02 14:45:00,Turan_Syganak,741,40,Clear,-21,0,0,0,0.405
2025-01-02 15:00:00,Kabanbay_Kunaev,1216,57,Clear,-14,0,0,0,0.206
2025-01-02 15:15:00,Mangilik_El_Kunaev,1427,34,Rain,-12,0,0,0,0.471
2025-01-02 15:30:00,Turan_Syganak,751,38,Rain,-12,0,0,0,0.454
2025-01-02 15:45:00,Mangilik_El_Syganak,1443,40,Clear,-16,0,0,0,0.416
2025-01-02 16:00:00,Mangilik_El_Syganak,900,37,Snow,-9,0,0,0,0.457
2025-01-02 16:15:00,Mangilik_El_Syganak,1212,42,Snow,-29,0,0,0,0.413
2025-01-02 16:30:00,Mangilik_El_Kunaev,1364,54,Clear,-7,0,0,0,0.268
2025-01-02 16:45:00,Dostyk_Turkistan,986,49,Clear,-7,0,0,0,0.306
2025-01-02 17:00:00,Dostyk_Turkistan,3511,8,Fog,-23,0,1,0,0.906
2025-01-02 17:15:00,Mangilik_El_Kunaev,3554,17,Clear,-10,0,1,0,0.707
2025-01-02 17:30:00,Mangilik_El_Kunaev,3492,4,Snow,-21,0,1,0,0.961
2025-01-02 17:45:00,Dostyk_Turkistan,2619,28,Clear,-28,0,1,0,0.581
2025-01-02 18:00:00,Mangilik_El_Syganak,3444,9,Rain,-20,0,1,0,0.893
2025-01-02 18:15:00,Mangilik_El_Kunaev,3122,20,Clear,-15,0,1,0,0.715
2025-01-02 18:30:00,Kabanbay_Kunaev,3566,12,Clear,-12,0,1,0,0.811
2025-01-02 18:45:00,Mangilik_El_Syganak,2364,39,Clear,-18,0,1,0,0.436
2025-01-02 19:00:00,Mangilik_El_Syganak,3156,5,Clear,-5,0,1,0,0.97
2025-01-02 19:15:00,Dostyk_Turkistan,2841,16,Snow,-30,0,1,0,0.8
2025-01-02 19:30:00,Mangilik_El_Syganak,3359,16,Clear,-22,0,1,0,0.724
2025-01-02 19:45:00,Kabanbay_Kunaev,2800,29,Clear,-26,0,1,0,0.558
2025-01-02 20:00:00,Kabanbay_Kunaev,3685,10,Clear,-13,0,1,0,0.885
2025-01-02 20:15:00,Turan_Syganak,4237,16,Clear,-22,0,1,0,0.811
2025-01-02 20:30:00,Turan_Syganak,3168,12,Clear,-9,0,1,0,0.791
2025-01-02 20:45:00,Mangilik_El_Syganak,2084,31,Clear,-26,0,1,0,0.53
2025-01-02 21:00:00,Turan_Syganak,929,32,Snow,-16,0,0,0,0.513
2025-01-02 21:15:00,Mangilik_El_Syganak,1408,51,Clear,-26,0,0,0,0.289
2025-01-02 21:30:00,Mangilik_El_Kunaev,825,51,Clear,-7,0,0,0,0.222
2025-01-02 21:45:00,Mangilik_El_Syganak,991,53,Rain,-19,0,0,0,0.266
2025-01-02 22:00:00,Turan_Syganak,762,45,Snow,-30,0,0,0,0.379
2025-01-02 22:15:00,Turan_Syganak,1217,43,Clear,-27,0,0,0,0.406
2025-01-02 22:30:00,Mangilik_El_Syganak,1079,34,Rain,-22,0,0,0,0.558
2025-01-02 22:45:00,Dostyk_Turkistan,1318,34,Rain,-23,0,0,0,0.488
2025-01-02 23:00:00,Dostyk_Turkistan,766,47,Clear,-6,0,0,0,0.321
2025-01-02 23:15:00,Mangilik_El_Kunaev,540,65,Clear,-13,0,0,0,0.112
2025-01-02 23:30:00,Kabanbay_Kunaev,506,45,Rain,-9,0,0,0,0.401
2025-01-02 23:45:00,Turan_Syganak,694,41,Clear,-15,0,0,0,0.396
2025-01-03 00:00:00,Mangilik_El_Syganak,203,57,Clear,-11,0,0,0,0.23
2025-01-03 00:15:00,Mangilik_El_Kunaev,192,42,Clear,-8,0,0,0,0.441
2025-01-03 00:30:00,Mangilik_El_Syganak,102,34,Rain,-28,0,0,0,0.481
2025-01-03 00:45:00,Turan_Syganak,254,65,Clear,-13,0,0,0,0.094
2025-01-03 01:00:00,Kabanbay_Kunaev,154,43,Clear,-18,0,0,0,0.404
2025-01-03 01:15:00,Mangilik_El_Syganak,201,53,Clear,-23,0,0,0,0.207
2025-01-03 01:30:00,Kabanbay_Kunaev,218,38,Fog,-21,0,0,0,0.442
2025-01-03 01:45:00,Mangilik_El_Syganak,79,32,Snow,-22,0,0,0,0.536
2025-01-03 02:00:00,Dostyk_Turkistan,262,41,Clear,-30,0,0,0,0.41
2025-01-03 02:15:00,Kabanbay_Kunaev,94,59,Clear,-12,0,0,0,0.16
2025-01-03 02:30:00,Dostyk_Turkistan,190,43,Clear,-12,0,0,0,0.377
2025-01-03 02:45:00,Mangilik_El_Syganak,90,50,Clear,-26,0,0,0,0.268
2025-01-03 03:00:00,Mangilik_El_Syganak,65,45,Clear,-11,0,0,0,0.377
2025-01-03 03:15:00,Dostyk_Turkistan,179,46,Clear,-19,0,0,0,0.389
2025-01-03 03:30:00,Mangilik_El_Syganak,101,30,Snow,-9,0,0,0,0.592
2025-01-03 03:45:00,Mangilik_El_Kunaev,192,35,Snow,-21,0,0,0,0.466
2025-01-03 04:00:00,Kabanbay_Kunaev,131,51,Clear,-24,0,0,0,0.288
2025-01-03 04:15:00,Mangilik_El_Kunaev,225,42,Snow,-20,0,0,0,0.408
2025-01-03 04:30:00,Turan_Syganak,173,59,Clear,-11,0,0,0,0.196
2025-01-03 04:45:00,Mangilik_El_Kunaev,169,43,Rain,-11,0,0,0,0.424
2025-01-03 05:00:00,Turan_Syganak,245,34,Rain,-23,0,0,0,0.511
2025-01-03 05:15:00,Dostyk_Turkistan,211,43,Snow,-18,0,0,0,0.428
2025-01-03 05:30:00,Mangilik_El_Kunaev,152,56,Clear,-10,0,0,0,0.164
2025-01-03 05:45:00,Turan_Syganak,178,49,Clear,-14,0,0,0,0.331
2025-01-03 06:00:00,Mangilik_El_Kunaev,1385,49,Clear,-19,0,0,0,0.347
2025-01-03 06:15:00,Turan_Syganak,935,47,Clear,-23,0,0,0,0.358
2025-01-03 06:30:00,Mangilik_El_Kunaev,510,48,Rain,-20,0,0,0,0.302
2025-01-03 06:45:00,Kabanbay_Kunaev,1135,53,Clear,-11,0,0,0,0.256
2025-01-03 07:00:00,Mangilik_El_Syganak,3204,11,Clear,-10,0,1,0,0.861
2025-01-03 07:15:00,Dostyk_Turkistan,3424,10,Clear,-15,0,1,0,0.814
2025-01-03 07:30:00,Mangilik_El_Syganak,3542,15,Clear,-7,0,1,0,0.802
2025-01-03 07:45:00,Mangilik_El_Syganak,2522,16,Fog,-29,0,1,0,0.806
2025-01-03 08:00:00,Dostyk_Turkistan,3716,4,Rain,-5,0,1,0,0.982
2025-01-03 08:15:00,Dostyk_Turkistan,3627,8,Rain,-12,0,1,0,0.902
2025-01-03 08:30:00,Mangilik_El_Syganak,3531,11,Clear,-8,0,1,0,0.797
2025-01-03 08:45:00,Dostyk_Turkistan,3791,13,Rain,-30,0,1,0,0.822
2025-01-03 09:00:00,Mangilik_El_Kunaev,3772,7,Clear,-29,0,1,0,0.941
2025-01-03 09:15:00,Kabanbay_Kunaev,3271,6,Clear,-7,0,1,0,0.88
2025-01-03 09:30:00,Turan_Syganak,2472,30,Clear,-20,0,1,0,0.573
2025-01-03 09:45:00,Turan_Syganak,3213,6,Clear,-28,0,1,0,0.951
2025-01-03 10:00:00,Dostyk_Turkistan,731,30,Snow,-9,0,0,0,0.589
2025-01-03 10:15:00,Kabanbay_Kunaev,1338,64,Clear,-7,0,0,0,0.081
2025-01-03 10:30:00,Dostyk_Turkistan,604,43,Clear,-25,0,0,0,0.427
2025-01-03 10:45:00,Mangilik_El_Kunaev,1191,55,Clear,-6,0,0,0,0.196
2025-01-03 11:00:00,Kabanbay_Kunaev,675,49,Clear,-8,0,0,0,0.342
2025-01-03 11:15:00,Kabanbay_Kunaev,824,55,Clear,-5,0,0,0,0.167
2025-01-03 11:30:00,Mangilik_El_Kunaev,908,63,Clear,-24,0,0,0,0.129
2025-01-03 11:45:00,Mangilik_El_Syganak,572,60,Clear,-14,0,0,0,0.163
2025-01-03 12:00:00,Mangilik_El_Kunaev,1427,55,Clear,-19,0,0,0,0.175
2025-01-03 12:15:00,Dostyk_Turkistan,548,32,Snow,-6,0,0,0,0.579
2025-01-03 12:30:00,Dostyk_Turkistan,1102,30,Snow,-10,0,0,0,0.588
2025-01-03 12:45:00,Mangilik_El_Kunaev,1116,44,Snow,-21,0,0,0,0.337
2025-01-03 13:00:00,Mangilik_El_Syganak,1246,47,Rain,-28,0,0,0,0.334
2025-01-03 13:15:00,Mangilik_El_Syganak,502,35,Snow,-8,0,0,0,0.464
2025-01-03 13:30:00,Mangilik_El_Syganak,1335,48,Clear,-8,0,0,0,0.343
2025-01-03 13:45:00,Dostyk_Turkistan,1072,58,Clear,-26,0,0,0,0.181
2025-01-03 14:00:00,Kabanbay_Kunaev,1412,44,Clear,-28,0,0,0,0.413
2025-01-03 14:15:00,Mangilik_El_Kunaev,725,42,Clear,-13,0,0,0,0.428
2025-01-03 14:30:00,Dostyk_Turkistan,619,48,Rain,-19,0,0,0,0.27
2025-01-03 14:45:00,Dostyk_Turkistan,1276,45,Rain,-21,0,0,0,0.387
2025-01-03 15:00:00,Mangilik_El_Kunaev,555,61,Clear,-30,0,0,0,0.111
2025-01-03 15:15:00,Kabanbay_Kunaev,1048,48,Clear,-15,0,0,0,0.313
2025-01-03 15:30:00,Turan_Syganak,578,58,Clear,-17,0,0,0,0.17
2025-01-03 15:45:00,Kabanbay_Kunaev,1269,44,Clear,-6,0,0,0,0.412
2025-01-03 16:00:00,Mangilik_El_Syganak,1268,62,Clear,-13,0,0,0,0.094
2025-01-03 16:15:00,Dostyk_Turkistan,745,50,Clear,-13,0,0,0,0.323
2025-01-03 16:30:00,Mangilik_El_Syganak,1351,55,Clear,-7,0,0,0,0.237
2025-01-03 16:45:00,Turan_Syganak,810,33,Snow,-13,0,0,0,0.569
2025-01-03 17:00:00,Dostyk_Turkistan,3176,9,Clear,-27,0,1,0,0.878
2025-01-03 17:15:00,Dostyk_Turkistan,2651,33,Rain,-6,0,1,0,0.565
2025-01-03 17:30:00,Dostyk_Turkistan,3208,5,Snow,-10,0,1,0,0.93
2025-01-03 17:45:00,Dostyk_Turkistan,3850,20,Clear,-21,0,1,0,0.713
2025-01-03 18:00:00,Turan_Syganak,2044,20,Clear,-24,0,1,0,0.764
2025-01-03 18:15:00,Turan_Syganak,3874,16,Clear,-27,0,1,0,0.817
2025-01-03 18:30:00,Mangilik_El_Kunaev,3560,7,Clear,-17,0,1,0,0.865
2025-01-03 18:45:00,Kabanbay_Kunaev,3379,16,Clear,-8,0,1,0,0.805
2025-01-03 19:00:00,Dostyk_Turkistan,3384,5,Clear,-13,0,1,0,0.9
2025-01-03 19:15:00,Turan_Syganak,3051,16,Clear,-14,0,1,0,0.821
2025-01-03 19:30:00,Dostyk_Turkistan,2756,29,Clear,-18,0,1,0,0.615
2025-01-03 19:45:00,Dostyk_Turkistan,2927,22,Clear,-8,0,1,0,0.636
2025-01-03 20:00:00,Mangilik_El_Syganak,3036,7,Clear,-19,0,1,0,0.888
2025-01-03 20:15:00,Dostyk_Turkistan,3313,7,Fog,-13,0,1,0,0.85
2025-01-03 20:30:00,Turan_Syganak,4417,13,Clear,-30,0,1,0,0.773
2025-01-03 20:45:00,Kabanbay_Kunaev,3661,8,Rain,-12,0,1,0,0.914
2025-01-03 21:00:00,Turan_Syganak,534,52,Rain,-21,0,0,0,0.226
2025-01-03 21:15:00,Turan_Syganak,727,52,Clear,-5,0,0,0,0.277
2025-01-03 21:30:00,Turan_Syganak,802,44,Clear,-21,0,0,0,0.408
2025-01-03 21:45:00,Turan_Syganak,528,47,Clear,-7,0,0,0,0.321
2025-01-03 22:00:00,Turan_Syganak,1195,51,Clear,-22,0,0,0,0.223
2025-01-03 22:15:00,Mangilik_El_Kunaev,671,50,Rain,-17,0,0,0,0.273
2025-01-03 22:30:00,Mangilik_El_Kunaev,871,44,Snow,-21,0,0,0,0.398
2025-01-03 22:45:00,Mangilik_El_Kunaev,1454,46,Clear,-13,0,0,0,0.3
2025-01-03 23:00:00,Mangilik_El_Syganak,1397,59,Clear,-17,0,0,0,0.111
2025-01-03 23:15:00,Dostyk_Turkistan,823,39,Snow,-26,0,0,0,0.419
2025-01-03 23:30:00,Mangilik_El_Syganak,1492,64,Clear,-24,0,0,0,0.063
2025-01-03 23:45:00,Dostyk_Turkistan,1215,57,Clear,-10,0,0,0,0.143
2025-01-04 00:00:00,Kabanbay_Kunaev,150,35,Snow,-19,1,0,0,0.491
2025-01-04 00:15:00,Mangilik_El_Kunaev,293,42,Clear,-10,1,0,0,0.427
2025-01-04 00:30:00,Mangilik_El_Syganak,139,62,Clear,-22,1,0,0,0.075
2025-01-04 00:45:00,Turan_Syganak,220,39,Rain,-26,1,0,0,0.461
2025-01-04 01:00:00,Dostyk_Turkistan,125,53,Clear,-24,1,0,0,0.273
2025-01-04 01:15:00,Turan_Syganak,53,42,Rain,-19,1,0,0,0.449
2025-01-04 01:30:00,Turan_Syganak,65,55,Rain,-10,1,0,0,0.201
2025-01-04 01:45:00,Mangilik_El_Syganak,224,49,Rain,-10,1,0,0,0.328
2025-01-04 02:00:00,Mangilik_El_Kunaev,156,36,Rain,-10,1,0,0,0.53
